title                                                                                                                                                            , authors                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , paper_url
DistiLLM-2: A Contrastive Approach Boosts the Distillation of LLMs                                                                                               , "Jongwoo Ko, Tianyi Chen, Sungnyun Kim, Tianyu Ding, Luming Liang, Ilya Zharkov, Se-Young Yun"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/ko25a.html
Preference Learning for AI Alignment: a Causal Perspective                                                                                                       , "Kasia Kobalczyk, Mihaela Van Der Schaar"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/kobalczyk25a.html
Gravity-Bench-v1: A Benchmark on Gravitational Physics Discovery for Agents                                                                                      , "Nolan Koblischke, Hyunseok Jang, Kristen Menou, Mohamad Ali-Dib"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://proceedings.mlr.press/v267/koblischke25a.html
Overestimation in LLM Evaluation: A Controlled Large-Scale Study on Data Contamination’s Impact on Machine Translation                                           , "Muhammed Yusuf Kocyigit, Eleftheria Briakou, Daniel Deutsch, Jiaming Luo, Colin Cherry, Markus Freitag"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/kocyigit25a.html
Exact Upper and Lower Bounds for the Output Distribution of Neural Networks with Random Inputs                                                                   , "Andrey Kofnov, Daniel Kapla, Ezio Bartocci, Efstathia Bura"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/kofnov25a.html
The Noisy Laplacian: a Threshold Phenomenon for Non-Linear Dimension Reduction                                                                                   , "Alex Kokot, Octavian-Vlad Murad, Marina Meila"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://proceedings.mlr.press/v267/kokot25a.html
Rank-One Modified Value Iteration                                                                                                                                , "Arman Sharifi Kolarijani, Tolga Ok, Peyman Mohajerin Esfahani, Mohamad Amin Sharifi Kolarijani"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , https://proceedings.mlr.press/v267/kolarijani25a.html
Field Matching: an Electrostatic Paradigm to Generate and Transfer Data                                                                                          , "Alexander Kolesov, S. I. Manukhov, Vladimir Vladimirovich Palyulin, Alexander Korotin"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://proceedings.mlr.press/v267/kolesov25a.html
A Cognac Shot To Forget Bad Memories: Corrective Unlearning for Graph Neural Networks                                                                            , "Varshita Kolipaka, Akshit Sinha, Debangan Mishra, Sumit Kumar, Arvindh Arun, Shashwat Goel, Ponnurangam Kumaraguru"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/kolipaka25a.html
Feature-Mapping Topology Optimization with Neural Heaviside Signed Distance Functions                                                                            , "Aleksandr Kolomeitsev, Anh-Huy Phan"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://proceedings.mlr.press/v267/kolomeitsev25a.html
Certified Unlearning for Neural Networks                                                                                                                         , "Anastasia Koloskova, Youssef Allouah, Animesh Jha, Rachid Guerraoui, Sanmi Koyejo"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://proceedings.mlr.press/v267/koloskova25a.html
NMA-tune: Generating Highly Designable and Dynamics Aware Protein Backbones                                                                                      , "Urszula Julia Komorowska, Francisco Vargas, Alessandro Rondina, Pietro Lio, Mateja Jamnik"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://proceedings.mlr.press/v267/komorowska25a.html
Learning Minimum-Size BDDs: Towards Efficient Exact Algorithms                                                                                                   , "Christian Komusiewicz, Andre Schidler, Frank Sommer, Manuel Sorge, Luca Pascal Staus"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://proceedings.mlr.press/v267/komusiewicz25a.html
Constrained Pareto Set Identification with Bandit Feedback                                                                                                       , "Cyrille Kone, Emilie Kaufmann, Laura Richert"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/kone25a.html
Mastering Massive Multi-Task Reinforcement Learning via Mixture-of-Expert Decision Transformer                                                                   , "Yilun Kong, Guozheng Ma, Qi Zhao, Haoyu Wang, Li Shen, Xueqian Wang, Dacheng Tao"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , https://proceedings.mlr.press/v267/kong25a.html
UniMoMo: Unified Generative Modeling of 3D Molecules for De Novo Binder Design                                                                                   , "Xiangzhe Kong, Zishen Zhang, Ziting Zhang, Rui Jiao, Jianzhu Ma, Wenbing Huang, Kai Liu, Yang Liu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://proceedings.mlr.press/v267/kong25b.html
Latent Thought Models with Variational Bayes Inference-Time Computation                                                                                          , "Deqian Kong, Minglu Zhao, Dehong Xu, Bo Pang, Shu Wang, Edouardo Honig, Zhangzhang Si, Chuan Li, Jianwen Xie, Sirui Xie, Ying Nian Wu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://proceedings.mlr.press/v267/kong25c.html
Enhancing Cooperative Multi-Agent Reinforcement Learning with State Modelling and Adversarial Exploration                                                        , "Andreas Kontogiannis, Konstantinos Papathanasiou, Yi Shen, Giorgos Stamou, Michael M. Zavlanos, George Vouros"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://proceedings.mlr.press/v267/kontogiannis25a.html
FlowDrag: 3D-aware Drag-based Image Editing with Mesh-guided Deformation Vector Flow Fields                                                                      , "Gwanhyeong Koo, Sunjae Yoon, Younghwan Lee, Ji Woo Hong, Chang D. Yoo"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://proceedings.mlr.press/v267/koo25a.html
Identifiable Object Representations under Spatial Ambiguities                                                                                                    , "Avinash Kori, Francesca Toni, Ben Glocker"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://proceedings.mlr.press/v267/kori25a.html
Phase transitions for the existence of unregularized M-estimators in single index models                                                                         , "Takuya Koriyama, Pierre C Bellec"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , https://proceedings.mlr.press/v267/koriyama25a.html
Improved Sample Complexity for Private Nonsmooth Nonconvex Optimization                                                                                          , "Guy Kornowski, Daogao Liu, Kunal Talwar"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/kornowski25a.html
Laplace Transform Based Low-Complexity Learning of Continuous Markov Semigroups                                                                                  , "Vladimir R Kostic, Karim Lounici, Hélène Halconruy, Timothée Devergne, Pietro Novelli, Massimiliano Pontil"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/kostic25a.html
"Sharp Optimality of Simple, Plug-in Estimation of the Fisher Information of a Smoothed Density"                                                                 , Subhodh Kotekal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://proceedings.mlr.press/v267/kotekal25a.html
Orthus: Autoregressive Interleaved Image-Text Generation with Modality-Specific Heads                                                                            , "Siqi Kou, Jiachun Jin, Zhihong Liu, Chang Liu, Ye Ma, Jian Jia, Quan Chen, Peng Jiang, Zhijie Deng"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/kou25a.html
CFPT: Empowering Time Series Forecasting through Cross-Frequency Interaction and Periodic-Aware Timestamp Modeling                                               , "Feifei Kou, Jiahao Wang, Lei Shi, Yuhan Yao, Yawen Li, Suguo Zhu, Zhongbao Zhang, Junping Du"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/kou25b.html
EQ-VAE: Equivariance Regularized Latent Space for Improved Generative Image Modeling                                                                             , "Theodoros Kouzelis, Ioannis Kakogeorgiou, Spyros Gidaris, Nikos Komodakis"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://proceedings.mlr.press/v267/kouzelis25a.html
Privacy Attacks on Image AutoRegressive Models                                                                                                                   , "Antoni Kowalczuk, Jan Dubiński, Franziska Boenisch, Adam Dziedzic"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://proceedings.mlr.press/v267/kowalczuk25a.html
Improved Learning via k-DTW: A Novel Dissimilarity Measure for Curves                                                                                            , "Amer Krivošija, Alexander Munteanu, André Nusser, Chris Schwiegelshohn"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/krivosija25a.html
Categorical Schrödinger Bridge Matching                                                                                                                          , "Grigoriy Ksenofontov, Alexander Korotin"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/ksenofontov25a.html
Customizing the Inductive Biases of Softmax Attention using Structured Matrices                                                                                  , "Yilun Kuang, Noah Amsel, Sanae Lotfi, Shikai Qiu, Andres Potapczynski, Andrew Gordon Wilson"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://proceedings.mlr.press/v267/kuang25a.html
Reconstructing Cell Lineage Trees from Phenotypic Features with Metric Learning                                                                                  , "Da Kuang, Guanwen Qiu, Junhyong Kim"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://proceedings.mlr.press/v267/kuang25b.html
How to Train Your Multi-Exit Model? Analyzing the Impact of Training Strategies                                                                                  , "Piotr Kubaty, Bartosz Wójcik, Bartłomiej Tomasz Krzepkowski, Monika Michaluk, Tomasz Trzcinski, Jary Pomponi, Kamil Adamczewski"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://proceedings.mlr.press/v267/kubaty25a.html
Patch-wise Structural Loss for Time Series Forecasting                                                                                                           , "Dilfira Kudrat, Zongxia Xie, Yanru Sun, Tianyu Jia, Qinghua Hu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , https://proceedings.mlr.press/v267/kudrat25a.html
Optimizing Social Network Interventions via Hypergradient-Based Recommender System Design                                                                        , "Marino Kühne, Panagiotis D. Grontas, Giulia De Pasquale, Giuseppe Belgioioso, Florian Dorfler, John Lygeros"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://proceedings.mlr.press/v267/kuhne25a.html
Positive-unlabeled AUC Maximization under Covariate Shift                                                                                                        , "Atsutoshi Kumagai, Tomoharu Iwata, Hiroshi Takahashi, Taishi Nishiyama, Kazuki Adachi, Yasuhiro Fujiwara"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , https://proceedings.mlr.press/v267/kumagai25a.html
A Model of Place Field Reorganization During Reward Maximization                                                                                                 , "M Ganesh Kumar, Blake Bordelon, Jacob A Zavatone-Veth, Cengiz Pehlevan"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/kumar25a.html
The Complexity of Learning Sparse Superposed Features with Feedback                                                                                              , Akash Kumar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://proceedings.mlr.press/v267/kumar25b.html
A Likelihood Based Approach to Distribution Regression Using Conditional Deep Generative Models                                                                  , "Shivam Kumar, Yun Yang, Lizhen Lin"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/kumar25c.html
Weisfeiler and Leman Go Gambling: Why Expressive Lottery Tickets Win                                                                                             , "Lorenz Kummer, Samir Moustafa, Anatol Ehrlich, Franka Bause, Nikolaus Suess, Wilfried N. Gansterer, Nils Morten Kriege"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/kummer25a.html
Steerable Transformers for Volumetric Data                                                                                                                       , "Soumyabrata Kundu, Risi Kondor"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , https://proceedings.mlr.press/v267/kundu25a.html
Dynamical phases of short-term memory mechanisms in RNNs                                                                                                         , "Bariscan Kurtkaya, Fatih Dinc, Mert Yuksekgonul, Marta Blanco-Pozo, Ege Cirakman, Mark Schnitzer, Yucel Yemez, Hidenori Tanaka, Peng Yuan, Nina Miolane"                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/kurtkaya25a.html
QuRe: Query-Relevant Retrieval through Hard Negative Sampling in Composed Image Retrieval                                                                        , "Jaehyun Kwak, Ramahdani Muhammad Izaaz Inhar, Se-Young Yun, Sung-Ju Lee"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/kwak25a.html
Fairness Overfitting in Machine Learning: An Information-Theoretic Perspective                                                                                   , "Firas Laakom, Haobo Chen, Jürgen Schmidhuber, Yuheng Bu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/laakom25a.html
High-Fidelity Simultaneous Speech-To-Speech Translation                                                                                                          , "Tom Labiausse, Laurent Mazaré, Edouard Grave, Alexandre Défossez, Neil Zeghidour"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , https://proceedings.mlr.press/v267/labiausse25a.html
Dynamic Similarity Graph Construction with Kernel Density Estimation                                                                                             , "Steinar Laenen, Peter Macgregor, He Sun"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/laenen25a.html
An Efficient Search-and-Score Algorithm for Ancestral Graphs using Multivariate Information Scores for Complex Non-linear and Categorical Data                   , "Nikita Lagrange, Herve Isambert"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://proceedings.mlr.press/v267/lagrange25a.html
Scalable Approximation Algorithms for $p$-Wasserstein Distance and Its Variants                                                                                  , "Nathaniel Lahn, Sharath Raghvendra, Emma Saarinen, Pouyan Shirzadian"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://proceedings.mlr.press/v267/lahn25a.html
Joint Localization and Activation Editing for Low-Resource Fine-Tuning                                                                                           , "Wen Lai, Alexander Fraser, Ivan Titov"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://proceedings.mlr.press/v267/lai25a.html
FairICP: Encouraging Equalized Odds via Inverse Conditional Permutation                                                                                          , "Yuheng Lai, Leying Guan"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/lai25b.html
Enhancing Certified Robustness via Block Reflector Orthogonal Layers and Logit Annealing Loss                                                                    , "Bo-Han Lai, Pin-Han Huang, Bo-Han Kung, Shang-Tse Chen"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/lai25c.html
AssistanceZero: Scalably Solving Assistance Games                                                                                                                , "Cassidy Laidlaw, Eli Bronstein, Timothy Guo, Dylan Feng, Lukas Berglund, Justin Svegliato, Stuart Russell, Anca Dragan"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/laidlaw25a.html
On the Private Estimation of Smooth Transport Maps                                                                                                               , "Clément Lalanne, Franck Iutzeler, Jean-Michel Loubes, Julien Chhor"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/lalanne25a.html
"Focus On This, Not That! Steering LLMs with Adaptive Feature Specification"                                                                                     , "Tom A. Lamb, Adam Davies, Alasdair Paren, Philip Torr, Francesco Pinto"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/lamb25a.html
A Theoretical Justification for Asymmetric Actor-Critic Algorithms                                                                                               , "Gaspard Lambrechts, Damien Ernst, Aditya Mahajan"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , https://proceedings.mlr.press/v267/lambrechts25a.html
