title                                                                                                                                                            , authors                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , paper_url
CursorCore: Assist Programming through Aligning Anything                                                                                                         , "Hao Jiang, Qi Liu, Rui Li, Shengyu Ye, Shijin Wang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/jiang25f.html
OOD-Chameleon: Is Algorithm Selection for OOD Generalization Learnable?                                                                                          , "Liangze Jiang, Damien Teney"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://proceedings.mlr.press/v267/jiang25g.html
SADA: Stability-guided Adaptive Diffusion Acceleration                                                                                                           , "Ting Jiang, Yixiao Wang, Hancheng Ye, Zishan Shao, Jingwei Sun, Jingyang Zhang, Zekai Chen, Jianyi Zhang, Yiran Chen, Hai Li"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/jiang25h.html
Topology-aware Neural Flux Prediction Guided by Physics                                                                                                          , "Haoyang Jiang, Jindong Wang, Xingquan Zhu, Yi He"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , https://proceedings.mlr.press/v267/jiang25i.html
StealthInk: A Multi-bit and Stealthy Watermark for Large Language Models                                                                                         , "Ya Jiang, Chuxiong Wu, Massieh Kordi Boroujeny, Brian Mark, Kai Zeng"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://proceedings.mlr.press/v267/jiang25j.html
Generative Point Cloud Registration                                                                                                                              , "Haobo Jiang, Jin Xie, Jian Yang, Liang Yu, Jianmin Zheng"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , https://proceedings.mlr.press/v267/jiang25k.html
Raising the Bar: Investigating the Values of Large Language Models via Generative Evolving Testing                                                               , "Han Jiang, Xiaoyuan Yi, Zhihua Wei, Ziang Xiao, Shu Wang, Xing Xie"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/jiang25l.html
FedClean: A General Robust Label Noise Correction for Federated Learning                                                                                         , "Xiaoqian Jiang, Jing Zhang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/jiang25m.html
"MME-CoT: Benchmarking Chain-of-Thought in Large Multimodal Models for Reasoning Quality, Robustness, and Efficiency"                                            , "Dongzhi Jiang, Renrui Zhang, Ziyu Guo, Yanwei Li, Yu Qi, Xinyan Chen, Liuhui Wang, Jianhan Jin, Claire Guo, Shen Yan, Bo Zhang, Chaoyou Fu, Peng Gao, Hongsheng Li"                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/jiang25n.html
Compositional Condition Question Answering in Tabular Understanding                                                                                              , "Jun-Peng Jiang, Tao Zhou, De-Chuan Zhan, Han-Jia Ye"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://proceedings.mlr.press/v267/jiang25o.html
Can Large Language Models Understand Intermediate Representations in Compilers?                                                                                  , "Hailong Jiang, Jianfeng Zhu, Yao Wan, Bo Fang, Hongyu Zhang, Ruoming Jin, Qiang Guan"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://proceedings.mlr.press/v267/jiang25p.html
DTZO: Distributed Trilevel Zeroth Order Learning with Provable Non-Asymptotic Convergence                                                                        , "Yang Jiao, Kai Yang, Chengtao Jian"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/jiao25a.html
SpeCache: Speculative Key-Value Caching for Efficient Generation of LLMs                                                                                         , "Shibo Jie, Yehui Tang, Kai Han, Zhi-Hong Deng, Jing Han"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/jie25a.html
Mixture of Lookup Experts                                                                                                                                        , "Shibo Jie, Yehui Tang, Kai Han, Yitong Li, Duyu Tang, Zhi-Hong Deng, Yunhe Wang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://proceedings.mlr.press/v267/jie25b.html
Learning to Keep a Promise: Scaling Language Model Decoding Parallelism with Learned Asynchronous Decoding                                                       , "Tian Jin, Ellie Y Cheng, Zachary Ankner, Nikunj Saunshi, Blake M Elias, Amir Yazdanbakhsh, Jonathan Ragan-Kelley, Suvinay Subramanian, Michael Carbin"                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://proceedings.mlr.press/v267/jin25a.html
Noisy SIGNSGD Is More Differentially Private Than You (Might) Think                                                                                              , "Richeng Jin, Huaiyu Dai"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/jin25b.html
A Comprehensive Framework for Analyzing the Convergence of Adam: Bridging the Gap with SGD                                                                       , "Ruinan Jin, Xiao Li, Yaoliang Yu, Baoxiang Wang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://proceedings.mlr.press/v267/jin25c.html
Compute or Load KV Cache? Why Not Both?                                                                                                                          , "Shuowei Jin, Xueshen Liu, Qingzhao Zhang, Zhuoqing Mao"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/jin25d.html
PARQ: Piecewise-Affine Regularized Quantization                                                                                                                  , "Lisa Jin, Jianhao Ma, Zechun Liu, Andrey Gromov, Aaron Defazio, Lin Xiao"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , https://proceedings.mlr.press/v267/jin25e.html
Massive Values in Self-Attention Modules are the Key to Contextual Knowledge Understanding                                                                       , "Mingyu Jin, Kai Mei, Wujiang Xu, Mingjie Sun, Ruixiang Tang, Mengnan Du, Zirui Liu, Yongfeng Zhang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/jin25f.html
Diffusion Instruction Tuning                                                                                                                                     , "Chen Jin, Ryutaro Tanno, Amrutha Saseendran, Tom Diethe, Philip Alexander Teare"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://proceedings.mlr.press/v267/jin25g.html
Ranking with Multiple Oracles: From Weak to Strong Stochastic Transitivity                                                                                       , "Tao Jin, Yue Wu, Quanquan Gu, Farzad Farnoud"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/jin25h.html
Large Language Models are Demonstration Pre-Selectors for Themselves                                                                                             , "Jiarui Jin, Yuwei Wu, Haoxuan Li, Xiaoting He, Weinan Zhang, Yiming Yang, Yong Yu, Jun Wang, Mengyue Yang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://proceedings.mlr.press/v267/jin25i.html
Angle Domain Guidance: Latent Diffusion Requires Rotation Rather Than Extrapolation                                                                              , "Cheng Jin, Zhenyu Xiao, Chutao Liu, Yuantao Gu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , https://proceedings.mlr.press/v267/jin25j.html
LLM Alignment as Retriever Optimization: An Information Retrieval Perspective                                                                                    , "Bowen Jin, Jinsung Yoon, Zhen Qin, Ziqi Wang, Wei Xiong, Yu Meng, Jiawei Han, Sercan O Arik"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://proceedings.mlr.press/v267/jin25k.html
MoH: Multi-Head Attention as Mixture-of-Head Attention                                                                                                           , "Peng Jin, Bo Zhu, Li Yuan, Shuicheng Yan"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , https://proceedings.mlr.press/v267/jin25l.html
Offline Opponent Modeling with Truncated Q-driven Instant Policy Refinement                                                                                      , "Yuheng Jing, Kai Li, Bingyun Liu, Ziwen Zhang, Haobo Fu, Qiang Fu, Junliang Xing, Jian Cheng"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/jing25a.html
Safety Certificate against Latent Variables with Partially Unidentifiable Dynamics                                                                               , "Haoming Jing, Yorie Nakahira"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/jing25b.html
Riemann Tensor Neural Networks: Learning Conservative Systems with Physics-Constrained Networks                                                                  , "Anas Jnini, Lorenzo Breschi, Flavio Vella"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://proceedings.mlr.press/v267/jnini25a.html
Adversaries Can Misuse Combinations of Safe Models                                                                                                               , "Erik Jones, Anca Dragan, Jacob Steinhardt"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://proceedings.mlr.press/v267/jones25a.html
Provable Benefits of Unsupervised Pre-training and Transfer Learning via Single-Index Models                                                                     , "Taj Jones-Mccormick, Aukosh Jagannath, Subhabrata Sen"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://proceedings.mlr.press/v267/jones-mccormick25a.html
Approximate Differential Privacy of the $\ell_2$ Mechanism                                                                                                       , "Matthew Joseph, Alex Kulesza, Alexander Yu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/joseph25a.html
All-atom Diffusion Transformers: Unified generative modelling of molecules and materials                                                                         , "Chaitanya K. Joshi, Xiang Fu, Yi-Lun Liao, Vahe Gharakhanyan, Benjamin Kurt Miller, Anuroop Sriram, Zachary Ward Ulissi"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/joshi25a.html
Learning Parametric Distributions from Samples and Preferences                                                                                                   , "Marc Jourdan, Gizem Yüce, Nicolas Flammarion"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/jourdan25a.html
Watch Out Your Album! On the Inadvertent Privacy Memorization in Multi-Modal Large Language Models                                                               , "Tianjie Ju, Yi Hua, Hao Fei, Zhenyu Shao, Yubin Zheng, Haodong Zhao, Mong-Li Lee, Wynne Hsu, Zhuosheng Zhang, Gongshen Liu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/ju25a.html
Preference-CFR: Beyond Nash Equilibrium for Better Game Strategies                                                                                               , "Qi Ju, Thomas Tellier, Meng Sun, Zhemei Fang, Yunfeng Luo"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://proceedings.mlr.press/v267/ju25b.html
Agent-Centric Actor-Critic for Asynchronous Multi-Agent Reinforcement Learning                                                                                   , "Whiyoung Jung, Sunghoon Hong, Deunsol Yoon, Kanghoon Lee, Woohyung Lim"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/jung25a.html
Broadband Ground Motion Synthesis by Diffusion Model with Minimal Condition                                                                                      , "Jaeheun Jung, Jaehyuk Lee, Chang-Hae Jung, Hanyoung Kim, Bosung Jung, Donghun Lee"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://proceedings.mlr.press/v267/jung25b.html
Visual Attention Never Fades: Selective Progressive Attention ReCalibration for Detailed Image Captioning in Multimodal Large Language Models                    , "Mingi Jung, Saehyung Lee, Eunji Kim, Sungroh Yoon"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://proceedings.mlr.press/v267/jung25c.html
Grokking Beyond the Euclidean Norm of Model Parameters                                                                                                           , "Tikeng Notsawo Pascal Junior, Guillaume Dumas, Guillaume Rabusseau"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/junior25a.html
Skip the Equations: Learning Behavior of Personalized Dynamical Systems Directly From Data                                                                       , "Krzysztof Kacprzyk, Julianna Piskorz, Mihaela Van Der Schaar"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/kacprzyk25a.html
Selective Preference Aggregation                                                                                                                                 , "Shreyas Kadekodi, Hayden Mctavish, Berk Ustun"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://proceedings.mlr.press/v267/kadekodi25a.html
UncertainSAM: Fast and Efficient Uncertainty Quantification of the Segment Anything Model                                                                        , "Timo Kaiser, Thomas Norrenbrock, Bodo Rosenhahn"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://proceedings.mlr.press/v267/kaiser25a.html
The Logical Implication Steering Method for Conditional Interventions on Transformer Generation                                                                  , Damjan Kalajdzievski                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/kalajdzievski25a.html
Towards Better-than-2 Approximation for Constrained Correlation Clustering                                                                                       , "Andreas Kalavas, Evangelos Kipouridis, Nithin Varma"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://proceedings.mlr.press/v267/kalavas25a.html
Solving Zero-Sum Convex Markov Games                                                                                                                             , "Fivos Kalogiannis, Emmanouil-Vasileios Vlatakis-Gkaragkounis, Ian Gemp, Georgios Piliouras"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/kalogiannis25a.html
An analytic theory of creativity in convolutional diffusion models                                                                                               , "Mason Kamb, Surya Ganguli"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://proceedings.mlr.press/v267/kamb25a.html
FicGCN: Unveiling the Homomorphic Encryption Efficiency from Irregular Graph Convolutional Networks                                                              , "Zhaoxuan Kan, Husheng Han, Shangyi Shi, Tenghui Hua, Hang Lu, Xiaowei Li, Jianan Mu, Xing Hu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/kan25a.html
Algorithmic Recourse for Long-Term Improvement                                                                                                                   , "Kentaro Kanamori, Ken Kobayashi, Satoshi Hara, Takuya Takagi"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/kanamori25a.html
SPEX: Scaling Feature Interaction Explanations for LLMs                                                                                                          , "Justin Singh Kang, Landon Butler, Abhineet Agarwal, Yigit Efe Erginbas, Ramtin Pedarsani, Bin Yu, Kannan Ramchandran"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://proceedings.mlr.press/v267/kang25a.html
Editable Noise Map Inversion: Encoding Target-image into Noise For High-Fidelity Image Manipulation                                                              , "Mingyu Kang, Yong Suk Choi"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/kang25b.html
A Forget-and-Grow Strategy for Deep Reinforcement Learning Scaling in Continuous Control                                                                         , "Zilin Kang, Chenyuan Hu, Yu Luo, Zhecheng Yuan, Ruijie Zheng, Huazhe Xu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/kang25c.html
LRA-QViT: Integrating Low-Rank Approximation and Quantization for Robust and Efficient Vision Transformers                                                       , "Beom Jin Kang, Namjoon Kim, Hyun Kim"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://proceedings.mlr.press/v267/kang25d.html
Revisiting Neural Networks for Few-Shot Learning: A Zero-Cost NAS Perspective                                                                                    , Haidong Kang                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/kang25e.html
What Do Learning Dynamics Reveal About Generalization in LLM Mathematical Reasoning?                                                                             , "Katie Kang, Amrith Setlur, Dibya Ghosh, Jacob Steinhardt, Claire Tomlin, Sergey Levine, Aviral Kumar"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://proceedings.mlr.press/v267/kang25f.html
