doc_id,paper_title,authors,categories,published,arxiv_url,abstract
2411.13673v2,"Detecting electromagnetic counterparts to LIGO/Virgo/KAGRA gravitational
  wave events with DECam: Neutron Star Mergers",Keerthi Kunnumkai; Antonella Palmese; Amanda M Farah; Mattia Bulla; Tim Dietrich; Peter T H Pang; Shreya Anand; Igor Andreoni; Tomas Cabrera; Brendan O Connor,astro-ph.HE; gr-qc,2024-11-20 19:28:01,https://arxiv.org/abs/2411.13673v2,"With GW170817 being the only multimessenger gravitational wave (GW) event
with an associated kilonova (KN) detected so far, there exists a pressing need
for realistic estimation of the GW localization uncertainties and rates, as
well as optimization of available telescope time to enable the detectio"
2411.13951v4,"PATH: A Discrete-sequence Dataset for Evaluating Online Unsupervised
  Anomaly Detection Approaches for Multivariate Time Series",Lucas Correia; Jan-Christoph Goos; Thomas Bäck; Anna V. Kononova,cs.LG; cs.AI; cs.CE; cs.SY,2024-11-21 09:03:12,https://arxiv.org/abs/2411.13951v4,"Benchmarking anomaly detection approaches for multivariate time series is a
challenging task due to a lack of high-quality datasets. Current publicly
available datasets are too small, not diverse and feature trivial anomalies,
which hinders measurable progress in this research area. We propose a sol"
2411.05391v4,"Impossibility results for equating the Youden Index with average scoring
  rules and Tjur $R^2$-like metrics",Linard Hoessly,stat.OT; math.PR; math.ST; stat.TH,2024-11-08 08:05:44,https://arxiv.org/abs/2411.05391v4,"We consider the Youden index fas well as measures evaluating predicted
probabilities for the maximum-likelihood estimate of a logistic regression
model with predictor the classifier. We give impossibility results showing that
the Youden index can not equal any average of a real scoring rule nor any
"
2409.18495v2,Entanglement enhancement with the biased Werner density matrix,Toru Ohira,physics.gen-ph,2024-09-27 07:25:24,https://arxiv.org/abs/2409.18495v2,"The separability of quantum systems, particularly in mixed states, remains a
fundamental challenge in quantum mechanics. The Werner density matrix, a widely
studied representation of bipartite mixed quantum systems, has provided
valuable insights into entanglement, nonlocality, and separability. In "
2410.24112v2,"DECT-2020 NR Link Distance Performance in Varying Environments: Models
  and Measurements",Md Mohaiminul Haque; Joonas Sae; Juho Pirskanen; Mikko Valkama,cs.NI; eess.SP,2024-10-31 16:41:37,https://arxiv.org/abs/2410.24112v2,"Digital Enhanced Cordless Telecommunications 2020 New Radio (DECT-2020 NR)
has garnered recognition as an alternative for cellular 5G technology in the
internet of things industry. This paper presents a study centered around the
analysis of the link distance performance in varying environments for D"
2405.07102v4,"Nested Instrumental Variables Design: Switcher Average Treatment Effect,
  Identification, Efficient Estimation and Generalizability",Rui Wang; Ying-Qi Zhao; Oliver Dukes; Bo Zhang,stat.ME; stat.AP; stat.OT,2024-05-11 22:05:52,https://arxiv.org/abs/2405.07102v4,"Instrumental variables (IV) are a commonly used tool to estimate causal
effects from non-randomized data. An archetype of an IV is a randomized trial
with non-compliance where the randomized treatment assignment serves as an IV
for the non-ignorable treatment received. Under a monotonicity assumptio"
2404.09358v3,Two-stage Estimators for Spatial Confounding with Point-Referenced Data,Nate Wiecha; Jane A. Hoppin; Brian J. Reich,stat.ME,2024-04-14 21:10:57,https://arxiv.org/abs/2404.09358v3,"Public health data are often spatially dependent, but standard spatial
regression methods can suffer from bias and invalid inference when the
independent variable is associated with spatially-correlated residuals. This
could occur if, for example, there is an unmeasured environmental contaminant
ass"
2409.02772v2,Unifying Causal Representation Learning with the Invariance Principle,Dingling Yao; Dario Rancati; Riccardo Cadei; Marco Fumero; Francesco Locatello,cs.LG; stat.ML,2024-09-04 14:51:36,https://arxiv.org/abs/2409.02772v2,"Causal representation learning (CRL) aims at recovering latent causal
variables from high-dimensional observations to solve causal downstream tasks,
such as predicting the effect of new interventions or more robust
classification. A plethora of methods have been developed, each tackling
carefully cr"
2408.06977v4,"Endogeneity Corrections in Binary Outcome Models with Nonlinear
  Transformations: Identification and Inference",Alexander Mayer; Dominik Wied,econ.EM,2024-08-13 15:33:27,https://arxiv.org/abs/2408.06977v4,"For binary outcome models, an endogeneity correction based on nonlinear
rank-based transformations is proposed. Identification without external
instruments is achieved under one of two assumptions: either the endogenous
regressor is a nonlinear function of one component of the error term,
conditiona"
2401.12638v7,"On The Axioms Of $\mathcal{M},\mathcal{N}$-Adhesive Categories",Davide Castelnovo; Marino Miculan,cs.LO; math.CT,2024-01-23 10:45:56,https://arxiv.org/abs/2401.12638v7,"Adhesive and quasiadhesive categories provide a general framework for the
study of algebraic graph rewriting systems. In a quasiadhesive category any two
regular subobjects have a join which is again a regular subobject. Vice versa,
if regular monos are adhesive, then the existence of a regular join"
2409.15621v2,"Three-dimensional varying-order NURBS discretization method for enhanced
  IGA of large deformation frictional contact problems",Vishal Agrawal,math.NA; cs.NA,2024-09-23 23:51:35,https://arxiv.org/abs/2409.15621v2,"We introduce a varying-order (VO) NURBS discretization method to enhance the
performance of the IGA technique for three-dimensional large deformation
frictional contact problems. Based on the promising results obtained with the
previous work on the 2D isogeometric contact analysis, the present work "
2408.09876v2,"Improving Genomic Prediction using High-dimensional Secondary
  Phenotypes: the Genetic Latent Factor Approach",Killian A. C. Melsen; Jonathan F. Kunst; José Crossa; Margaret R. Krause; Fred A. van Eeuwijk; Willem Kruijer; Carel F. W. Peeters,stat.ME; q-bio.QM,2024-08-19 10:34:36,https://arxiv.org/abs/2408.09876v2,"Decreasing costs and new technologies have led to an increase in the amount
of data available to plant breeding programs. High-throughput phenotyping (HTP)
platforms routinely generate high-dimensional datasets of secondary features
that may be used to improve genomic prediction accuracy. However, i"
2404.16880v3,"Atomas: Hierarchical Alignment on Molecule-Text for Unified Molecule
  Understanding and Generation",Yikun Zhang; Geyan Ye; Chaohao Yuan; Bo Han; Long-Kai Huang; Jianhua Yao; Wei Liu; Yu Rong,q-bio.QM; cs.AI; cs.CL,2024-04-23 12:35:44,https://arxiv.org/abs/2404.16880v3,"Molecule-and-text cross-modal representation learning has emerged as a
promising direction for enhancing the quality of molecular representation,
thereby improving performance in various scientific fields. However, most
approaches employ a global alignment approach to learn the knowledge from
differ"
2407.04034v3,Optimizing a-DCF for Spoofing-Robust Speaker Verification,Oğuzhan Kurnaz; Jagabandhu Mishra; Tomi H. Kinnunen; Cemal Hanilçi,eess.AS,2024-07-04 16:20:01,https://arxiv.org/abs/2407.04034v3,"Automatic speaker verification (ASV) systems are vulnerable to spoofing
attacks. We propose a spoofing-robust ASV system optimized directly for the
recently introduced architecture-agnostic detection cost function (a-DCF),
which allows targeting a desired trade-off between the contradicting aims of
"
2406.10704v4,Interactive Graph Visualization in DDLab,Andrew Wuensche,nlin.CG,2024-06-15 18:16:06,https://arxiv.org/abs/2406.10704v4,"Interactive visualization of the basin of attraction field, the
``ibaf-graph'', is a new feature in DDLab with the same interactive functions
as the ``network-graph'' and ``jump-graph''. These functions allow any node and
its connected fragment to be dragged/dropped with the pointer as a graphic
ani"
2412.18501v3,Hilbert Transform on Graphs: Let There Be Phase,Chun Hei Michael Chan; Alexandre Cionca; Dimitri Van De Ville,eess.SP,2024-12-24 15:40:06,https://arxiv.org/abs/2412.18501v3,"In the past years, many signal processing operations have been successfully
adapted to the graph setting. One elegant and effective approach is to exploit
the eigendecomposition of a graph shift operator (GSO), such as the adjacency
or Laplacian operator, to define a graph Fourier transform when pro"
2411.02951v2,"LDPM: Towards undersampled MRI reconstruction with MR-VAE and Latent
  Diffusion Prior",Xingjian Tang; Jingwei Guan; Linge Li; Ran Shi; Youmei Zhang; Mengye Lyu; Li Yan,eess.IV; cs.CV,2024-11-05 09:51:59,https://arxiv.org/abs/2411.02951v2,"Diffusion models, as powerful generative models, have found a wide range of
applications and shown great potential in solving image reconstruction
problems. Some works attempted to solve MRI reconstruction with diffusion
models, but these methods operate directly in pixel space, leading to higher
co"
2410.08147v8,"The Bouc-Wen Model for Binary Direct Collinear Collisions of Convex
  Viscoplastic Bodies",Mihails Milehins; Dan B. Marghitu,physics.class-ph; cs.SY,2024-10-10 17:31:36,https://arxiv.org/abs/2410.08147v8,"We study mathematical models of binary direct collinear collisions of convex
viscoplastic bodies based on two incremental collision laws that employ the
Bouc-Wen differential model of hysteresis to represent the elastoplastic
behavior of the materials of the colliding bodies. These collision laws ar"
2406.07641v2,"Interconnected Markets: Exploring the Dynamic Relationship Between BRICS
  Stock Markets and Cryptocurrency",Wei Wang; Haibo Wang; Wendy Wang; Martin Enilov,econ.GN; q-fin.EC; q-fin.RM,2024-06-11 18:15:15,https://arxiv.org/abs/2406.07641v2,"This study aims to examine the intricate dynamics between BRICS traditional
stock assets and the evolving landscape of cryptocurrencies. Using a
time-varying parameter vector autoregression model (TVP-VAR), we have analyzed
data from the BRICS stock market index, cryptocurrencies, and indicators fro"
2405.07102v3,"Nested Instrumental Variables Design: Switcher Average Treatment Effect,
  Identification, Efficient Estimation and Generalizability",Rui Wang; Ying-Qi Zhao; Oliver Dukes; Bo Zhang,stat.ME; stat.AP; stat.OT,2024-05-11 22:05:52,https://arxiv.org/abs/2405.07102v3,"Instrumental variables (IV) are a commonly used tool to estimate causal
effects from non-randomized data. An archetype of an IV is a randomized trial
with non-compliance where the randomized treatment assignment serves as an IV
for the non-ignorable treatment received. Under a monotonicity assumptio"
2403.01421v2,Predicting the Unpredictable under Subjective Expected Utility,Burkhard C. Schipper,econ.TH; math.PR,2024-03-03 07:41:44,https://arxiv.org/abs/2403.01421v2,"We consider a decision maker who is unaware of objects to be sampled and thus
cannot form beliefs about the occurrence of particular objects. Ex ante she can
form beliefs about the occurrence of novelty and the frequencies of yet to be
known objects. Conditional on any sampled objects, she can also "
2406.00785v2,"Electric-Field Control of Magnetic Skyrmion Chirality in a
  Centrosymmetric 2D van der Waals Magnet",Myung-Geun Han; Joachim Dahl Thomsen; John P. Philbin; Junsik Mun; Eugene Park; Fernando Camino; Lukáš Děkanovský; Chuhang Liu; Zdenek Sofer; Prineha Narang; Frances M. Ross; Yimei Zhu,cond-mat.mes-hall; cond-mat.other; physics.app-ph,2024-06-02 15:53:33,https://arxiv.org/abs/2406.00785v2,"Two-dimensional van der Waals magnets hosting topological magnetic textures,
such as skyrmions, show promise for applications in spintronics and quantum
computing. Electrical control of these topological spin textures would enable
novel devices with enhanced performance and functionality. Here, usin"
2406.13839v3,RNA-FrameFlow: Flow Matching for de novo 3D RNA Backbone Design,Rishabh Anand; Chaitanya K. Joshi; Alex Morehead; Arian R. Jamasb; Charles Harris; Simon V. Mathis; Kieran Didi; Rex Ying; Bryan Hooi; Pietro Liò,q-bio.BM; cs.LG; q-bio.GN,2024-06-19 21:06:44,https://arxiv.org/abs/2406.13839v3,"We introduce RNA-FrameFlow, the first generative model for 3D RNA backbone
design. We build upon SE(3) flow matching for protein backbone generation and
establish protocols for data preparation and evaluation to address unique
challenges posed by RNA modeling. We formulate RNA structures as a set of"
2412.19754v3,Complement or substitute? How AI increases the demand for human skills,Elina Mäkelä; Fabian Stephany,econ.GN; cs.AI; q-fin.EC,2024-12-27 17:26:30,https://arxiv.org/abs/2412.19754v3,"This paper examines whether artificial intelligence (AI) acts as a substitute
or complement to human labour, drawing on 12 million online job vacancies from
the United States spanning 2018-2023. We adopt a two-pronged approach: first,
analysing ""internal effects"" within roles explicitly requiring AI"
2405.05998v3,"Whole Genome Transformer for Gene Interaction Effects in Microbiome
  Habitat Specificity",Zhufeng Li; Sandeep S Cranganore; Nicholas Youngblut; Niki Kilbertus,q-bio.GN; cs.LG,2024-05-09 09:34:51,https://arxiv.org/abs/2405.05998v3,"Leveraging the vast genetic diversity within microbiomes offers unparalleled
insights into complex phenotypes, yet the task of accurately predicting and
understanding such traits from genomic data remains challenging. We propose a
framework taking advantage of existing large models for gene vectoriz"
2411.02796v2,Specialized Foundation Models Struggle to Beat Supervised Baselines,Zongzhe Xu; Ritvik Gupta; Wenduo Cheng; Alexander Shen; Junhong Shen; Ameet Talwalkar; Mikhail Khodak,cs.LG; cs.AI; cs.CV; q-bio.GN,2024-11-05 04:10:59,https://arxiv.org/abs/2411.02796v2,"Following its success for vision and text, the ""foundation model"" (FM)
paradigm -- pretraining large models on massive data, then fine-tuning on
target tasks -- has rapidly expanded to domains in the sciences, engineering,
healthcare, and beyond. Has this achieved what the original FMs accomplished,"
2409.13415v2,"Design and development of advanced Al-Ti-V alloys for beampipe
  applications in particle accelerators",Kamaljeet Singh; Kangkan Goswami; Raghunath Sahoo; Sumanta Samal,physics.acc-ph; cond-mat.mtrl-sci; hep-ex; nucl-ex,2024-09-20 11:27:13,https://arxiv.org/abs/2409.13415v2,"The present investigation reports the design and development of an advanced
material with a high figure of merit (FoM) for beampipe applications in
particle accelerators by bringing synergy between computational and
experimental approaches. Machine learning algorithms have been used to predict
the p"
2409.15009v2,"F-BIAS: Towards a distributed national core facility for Bioimage
  Analysis",Mélodie Ambroset; Marie Anselmet; Clément Benedetti; Arthur Meslin; Aurélien Maillot; Christian Rouvière; Guillaume Maucort; Marine Breuilly; Marvin Albert; Gaëlle Letort; Antonio Trullo; Volker Bäcker; Jérôme Mutterer; Fabrice Cordelières; Thierry Pécot; Minh-Son Phan; Stéphane Rigaud; Magali Feyeux; Perrine Paul-Gilloteaux; Anne-Sophie Macé; Jean-Yves Tinevez,q-bio.OT,2024-09-23 13:35:15,https://arxiv.org/abs/2409.15009v2,"We discuss in this article the creation and organization of a national core
facility for bioimage analysis, based on a distributed team. F-BIAS federates
bioimage analysts across France and relies on them to deliver services to the
researchers of this territory. The main challenge in implementing th"
2404.05659v3,"VietMed: A Dataset and Benchmark for Automatic Speech Recognition of
  Vietnamese in the Medical Domain",Khai Le-Duc,cs.CL; cs.AI; eess.AS,2024-04-08 16:43:52,https://arxiv.org/abs/2404.05659v3,"Due to privacy restrictions, there's a shortage of publicly available speech
recognition datasets in the medical domain. In this work, we present VietMed -
a Vietnamese speech recognition dataset in the medical domain comprising 16h of
labeled medical speech, 1000h of unlabeled medical speech and 12"
2406.01505v2,"Reducing phenotype-structured PDE models of cancer evolution to systems
  of ODEs: a generalised moment dynamics approach",Chiara Villa; Philip K Maini; Alexander P Browning; Adrianne L Jenner; Sara Hamis; Tyler Cassidy,q-bio.PE,2024-06-03 16:33:54,https://arxiv.org/abs/2406.01505v2,"Intratumour phenotypic heterogeneity is nowadays understood to play a
critical role in disease progression and treatment failure. Accordingly, there
has been increasing interest in the development of mathematical models capable
of capturing its role in cancer cell adaptation. This can be systematica"
2412.13914v3,Isometric rigidity of $L^2$-spaces with manifold targets,David Lenze,math.MG; math.DG,2024-12-18 14:54:45,https://arxiv.org/abs/2412.13914v3,"We describe the isometry group of $L^2(\Omega, M)$ for Riemannian manifolds
$M$ of dimension at least two with irreducible universal cover. We establish a
rigidity result for the isometries of these spaces: any isometry arises from an
automorphism of $\Omega$ and a family of isometries of $M$, disti"
2410.01862v2,On discretely structured growth models and their moments,Benjamin J. Walker; Helen M. Byrne,q-bio.PE,2024-10-02 09:44:53,https://arxiv.org/abs/2410.01862v2,"The logistic equation is ubiquitous in applied mathematics as a minimal model
of saturating growth. Here, we examine a broad generalisation of the logistic
growth model to discretely structured populations, motivated by examples that
range from the ageing of individuals in a species to immune cell e"
2411.09721v2,"Modelling Population-Level Hes1 Dynamics: Insights from a
  Multi-Framework Approach",Gesina Menz; Stefan Engblom,q-bio.MN; math.DS,2024-11-14 11:07:44,https://arxiv.org/abs/2411.09721v2,"Mathematical models of living cells have been successively refined with
advancements in experimental techniques. A main concern is striking a balance
between modelling power and the tractability of the associated mathematical
analysis.
  In this work we model the dynamics for the transcription facto"
2412.19038v2,Smoothness of commutative Hopf algebras,Kensuke Egami; Akira Masuoka; Kenta Suzuki,math.RA; math.AG,2024-12-26 03:14:02,https://arxiv.org/abs/2412.19038v2,"Hopf algebras, most generally in a semisimple abelian symmetric monoidal
category, are here supposed to be commutative but not to be of finite-type, and
their (equivariant) smoothness are discussed. Given a Hopf algebra $H$ in a
category such as above, it is proved that the following are equivalent:"
2412.17119v3,Empirical Coordination of Separable Quantum Correlations,Husein Natur; Uzi Pereg,quant-ph; cs.IT; math.IT,2024-12-22 18:19:03,https://arxiv.org/abs/2412.17119v3,"We introduce the notion of empirical coordination for quantum correlations.
Quantum mechanics enables the calculation of probabilities for experimental
outcomes, emphasizing statistical averages rather than detailed descriptions of
individual events. Empirical coordination is thus a natural framewor"
2411.07751v2,"SAV-SE: Scene-aware Audio-Visual Speech Enhancement with Selective State
  Space Model",Xinyuan Qian; Jiaran Gao; Yaodan Zhang; Qiquan Zhang; Hexin Liu; Leibny Paola Garcia; Haizhou Li,cs.SD; cs.AI; cs.CV; cs.MM; eess.AS,2024-11-12 12:23:41,https://arxiv.org/abs/2411.07751v2,"Speech enhancement plays an essential role in various applications, and the
integration of visual information has been demonstrated to bring substantial
advantages. However, the majority of current research concentrates on the
examination of facial and lip movements, which can be compromised or enti"
2412.00267v2,A framework for discrete optimization of stellarator coils,K. C. Hammond,physics.plasm-ph,2024-11-29 21:44:15,https://arxiv.org/abs/2412.00267v2,"Designing magnets for three-dimensional plasma confinement is a key task for
advancing the stellarator as a fusion reactor concept. Stellarator magnets must
produce an accurate field while leaving adequate room for other components and
being reasonably simple to construct and assemble. In this paper"
2412.11355v2,"Chopin: An Open Source R-language Tool to Support Spatial Analysis on
  Parallelizable Infrastructure",Insang Song; Kyle P. Messier,cs.DC; cs.PF; stat.AP; stat.CO,2024-12-16 01:09:12,https://arxiv.org/abs/2412.11355v2,"An increasing volume of studies utilize geocomputation methods in large
spatial data. There is a bottleneck in scalable computation for general
scientific use as the existing solutions require high-performance computing
domain knowledge and are tailored for specific use cases. This study presents
an"
2409.11339v2,DeFi Arbitrage in Hedged Liquidity Tokens,Maxim Bichuch; Zachary Feinstein,q-fin.MF; q-fin.PR; q-fin.RM,2024-09-17 16:41:58,https://arxiv.org/abs/2409.11339v2,"Empirically, the prevailing market prices for liquidity tokens of the
constant product market maker (CPMM) -- as offered in practice by companies
such as Uniswap -- readily permit arbitrage opportunities by delta hedging the
risk of the position. Herein, we investigate this arbitrage opportunity by
"
2410.09156v3,"On Discriminative Probabilistic Modeling for Self-Supervised
  Representation Learning",Bokun Wang; Yunwen Lei; Yiming Ying; Tianbao Yang,cs.LG; stat.ML,2024-10-11 18:02:46,https://arxiv.org/abs/2410.09156v3,"We study the discriminative probabilistic modeling on a continuous domain for
the data prediction task of (multimodal) self-supervised representation
learning. To address the challenge of computing the integral in the partition
function for each anchor data, we leverage the multiple importance sampl"
2411.12110v2,"Impacto Redistributivo da Reforma da Tributacao do Consumo no Brasil:
  Simulacoes Baseadas no PLP68/2024",Rozane Bezerra de Siqueira; Jose Ricardo Bezerra Nogueira; Carlos Feitosa Luna,econ.GN; q-fin.EC,2024-11-18 22:42:19,https://arxiv.org/abs/2411.12110v2,"The aim of this study is to estimate the implications for the reference rate
and for the distribution of the tax burden among households from the
consumption tax reform as outlined in the version of the Projeto de Lei
Complementar (PLP) 68 approved by the Brazilian Chamber of Deputies in July
2024."
2411.03309v2,"Hierarchy of degenerate stationary states in a boundary-driven
  dipole-conserving spin chain",Apoorv Srivastava; Shovan Dutta,cond-mat.stat-mech; cond-mat.quant-gas; nlin.CG; quant-ph,2024-11-05 18:03:02,https://arxiv.org/abs/2411.03309v2,"Kinetically constrained spin chains serve as a prototype for structured
ergodicity breaking in isolated quantum systems. We show that such a system
exhibits a hierarchy of degenerate steady states when driven by incoherent pump
and loss at the boundary. By tuning the relative pump and loss and how l"
2409.04059v3,Co-Kasch Modules,Rafail Alizade; Engin Büyükaşık; Yılmaz Durgun,math.RA,2024-09-06 07:03:14,https://arxiv.org/abs/2409.04059v3,"In this paper we study the modules $M$ every simple subfactors of which is a
homomorphic image of $M$ and call them co-Kasch modules. These modules are dual
to Kasch modules $M$ every simple subfactors of which can be embedded in $M$.
We show that a module is co-Kasch if and only if every simple mod"
2405.14946v2,Diffuse Boosted Cosmic Neutrino Background,Gonzalo Herrera; Shunsaku Horiuchi; Xiaolin Qi,hep-ph; astro-ph.CO,2024-05-23 18:00:09,https://arxiv.org/abs/2405.14946v2,"Energetic cosmic rays scatter off the cosmic neutrino background throughout
the history of the Universe, yielding a diffuse flux of cosmic relic neutrinos
boosted to high energies. We calculate this flux under different assumptions of
the cosmic-ray flux spectral slope and redshift evolution. The no"
2406.02969v2,"Filtered not Mixed: Stochastic Filtering-Based Online Gating for Mixture
  of Large Language Models",Raeid Saqur; Anastasis Kratsios; Florian Krach; Yannick Limmer; Jacob-Junqi Tian; John Willes; Blanka Horvath; Frank Rudzicz,cs.LG; cs.AI; cs.CL; q-fin.CP; q-fin.MF,2024-06-05 05:53:50,https://arxiv.org/abs/2406.02969v2,"We propose MoE-F - a formalized mechanism for combining $N$ pre-trained Large
Language Models (LLMs) for online time-series prediction by adaptively
forecasting the best weighting of LLM predictions at every time step. Our
mechanism leverages the conditional information in each expert's running
perf"
2407.18922v3,Impact of Network Heterogeneity on Neuronal Synchronization,J. Used; J. M. Seoane; I. Bashkirtseva; L. Ryashko; M. A. F. Sanjuán,q-bio.NC; nlin.CD,2024-07-09 15:22:56,https://arxiv.org/abs/2407.18922v3,"Synchronization dynamics is a phenomenon of great interest in many fields of
science. One of the most important fields is neuron dynamics, as
synchronization in certain regions of the brain is related to some of the most
common mental illnesses. To study the impact of the network heterogeneity in
th"
2411.11853v3,Chat Bankman-Fried: an Exploration of LLM Alignment in Finance,Claudia Biancotti; Carolina Camassa; Andrea Coletta; Oliver Giudice; Aldo Glielmo,cs.AI; cs.CL,2024-11-01 08:56:17,https://arxiv.org/abs/2411.11853v3,"Advancements in large language models (LLMs) have renewed concerns about AI
alignment - the consistency between human and AI goals and values. As various
jurisdictions enact legislation on AI safety, the concept of alignment must be
defined and measured across different domains. This paper proposes "
2401.06740v2,"A deep implicit-explicit minimizing movement method for option pricing
  in jump-diffusion models",Emmanuil H. Georgoulis; Antonis Papapantoleon; Costas Smaragdakis,q-fin.CP; cs.LG; cs.NA; math.NA; math.PR; stat.ML,2024-01-12 18:21:01,https://arxiv.org/abs/2401.06740v2,"We develop a novel deep learning approach for pricing European basket options
written on assets that follow jump-diffusion dynamics. The option pricing
problem is formulated as a partial integro-differential equation, which is
approximated via a new implicit-explicit minimizing movement time-steppin"
2411.17165v2,"Behavioral Expectations in New Keynesian DSGE Models: Evidence from
  India's COVID-19 Recovery and Vaccination Program",Arpan Chakraborty; Siddhartha Chattopadhyay,econ.GN; q-fin.EC,2024-11-26 07:10:15,https://arxiv.org/abs/2411.17165v2,"This paper extends the New Keynesian Dynamic Stochastic General Equilibrium
(DSGE) framework by incorporating behavioral expectations to analyze India's
output gap moments, focusing on COVID-19 and vaccination effects. Departing
from rational expectations models, we show that behavioral expectations"
2410.16441v2,"Approximate Feedback Nash Equilibria with Sparse Inter-Agent
  Dependencies",Xinjie Liu; Jingqi Li; Filippos Fotiadis; Mustafa O. Karabag; Jesse Milzman; David Fridovich-Keil; Ufuk Topcu,cs.GT; cs.MA; cs.RO; cs.SY,2024-10-21 19:10:49,https://arxiv.org/abs/2410.16441v2,"Feedback Nash equilibrium strategies in multi-agent dynamic games require
availability of all players' state information to compute control actions.
However, in real-world scenarios, sensing and communication limitations between
agents make full state feedback expensive or impractical, and such stra"
2401.17469v2,Dicke superradiant enhancement of the heat current in circuit QED,Gian Marcello Andolina; Paolo Andrea Erdman; Frank Noé; Jukka Pekola; Marco Schirò,quant-ph; cond-mat.mes-hall,2024-01-30 22:06:37,https://arxiv.org/abs/2401.17469v2,"Collective effects, such as Dicke superradiant emission, can enhance the
performance of a quantum device. Here, we study the heat current flowing
between a cold and a hot bath through an ensemble of $N$ qubits, which are
collectively coupled to the thermal baths. We find a regime where the
collectiv"
2405.12292v3,"Theory of fractional quantum Hall liquids coupled to quantum light and
  emergent graviton-polaritons",Zeno Bacciconi; Hernan Xavier; Iacopo Carusotto; Titas Chanda; Marcello Dalmonte,cond-mat.mes-hall; cond-mat.other; cond-mat.quant-gas; cond-mat.str-el; quant-ph,2024-05-20 18:00:36,https://arxiv.org/abs/2405.12292v3,"Recent breakthrough experiments have demonstrated how it is now possible to
explore the dynamics of quantum Hall states interacting with quantum
electromagnetic cavity fields. While the impact of strongly coupled non-local
cavity modes on integer quantum Hall physics has been recently addressed, its"
2410.17420v2,"A kinetic derivation of spatial distributed models for tumor-immune
  system interactions",Martina Conte; Romina Travaglini,math.DS; q-bio.TO,2024-10-22 20:47:19,https://arxiv.org/abs/2410.17420v2,"We propose a mathematical kinetic framework to investigate interactions
between tumor cells and the immune system, focusing on the spatial dynamics of
tumor progression and immune responses. We develop two kinetic models: one
describes a conservative scenario where immune cells switch between active"
2409.17635v2,FlowMAC: Conditional Flow Matching for Audio Coding at Low Bit Rates,Nicola Pia; Martin Strauss; Markus Multrus; Bernd Edler,eess.AS; cs.LG; cs.SD,2024-09-26 08:32:31,https://arxiv.org/abs/2409.17635v2,"This paper introduces FlowMAC, a novel neural audio codec for high-quality
general audio compression at low bit rates based on conditional flow matching
(CFM). FlowMAC jointly learns a mel spectrogram encoder, quantizer and decoder.
At inference time the decoder integrates a continuous normalizing f"
2411.09666v2,"Evaluating 5G Networks for U-Space Applications: Insights from Dense
  Urban Measurement Campaign",Barrios-Munoz Ricardo; Bernabe Matteo; Lopez-Perez David; Gomez-Barquero David; Quintanilla-Garcia Israel,cs.IT; eess.SP; math.IT,2024-11-14 18:36:50,https://arxiv.org/abs/2411.09666v2,"Following the burgeoning interest in unmanned aerial vehicles (UAVs)
utilization within human-inhabited spaces, critical challenges arise in
ensuring reliable, low-latency communication-particularly important given the
safety-critical nature of such operations in densely populated urban
environments"
2410.14077v2,"Inverter Output Impedance Estimation in Power Networks: A Variable
  Direction Forgetting Recursive-Least-Square Algorithm Based Approach",Jaesang Park; Alireza Askarian; Srinivasa Salapaka,cs.SY,2024-10-17 22:49:53,https://arxiv.org/abs/2410.14077v2,"As inverter-based loads and energy sources become increasingly prevalent,
accurate estimation of line impedance between inverters and the grid is
essential for optimizing performance and enhancing control strategies. This
paper presents a non-invasive method for estimating output-line impedance usin"
2404.03783v3,Coherent risk measures and uniform integrability,Muqiao Huang; Ruodu Wang,q-fin.RM,2024-04-04 19:54:37,https://arxiv.org/abs/2404.03783v3,"We establish a profound connection between coherent risk measures, a
prominent object in quantitative finance, and uniform integrability, a
fundamental concept in probability theory. Instead of working with absolute
values of random variables, which is convenient in studying integrability, we
work d"
2411.06484v2,"ajdmom: A Python Package for Deriving Moment Formulas of Affine Jump
  Diffusion Processes",Yan-Feng Wu; Jian-Qiang Hu,q-fin.MF,2024-11-10 14:55:10,https://arxiv.org/abs/2411.06484v2,"We introduce ajdmom, a Python package designed for automatically deriving
moment formulae for the well-established affine jump diffusion processes with
state-independent jump intensities. ajdmom can produce explicit closed-form
expressions for conditional and unconditional moments of any order,
sign"
2412.02582v2,"FAST Drift Scan Survey for HI Intensity Mapping. II. Stacking-based Beam
  Construction of the 19-feed Array at $1.4$ GHz",Xinyang Zhao; Yichao Li; Wenxiu Yang; Furen Deng; Yougang Wang; Fengquan Wu; Xin Wang; Xiaohui Sun; Xin Zhang; Xuelei Chen,astro-ph.IM; astro-ph.CO,2024-12-03 17:10:13,https://arxiv.org/abs/2412.02582v2,"Neutral hydrogen (HI) intensity mapping (IM) presents great promise for
future cosmological large-scale structure surveys. However, a major challenge
for HIIM cosmological studies is to accurately subtract the foreground
contamination. An accurate beam model is crucial for improving the quality of
f"
2410.11034v2,Lattice Chern-Simons-Maxwell Theory and its Chirality,Ze-An Xu; Jing-Yuan Chen,hep-th; cond-mat.str-el; hep-lat,2024-10-14 19:35:07,https://arxiv.org/abs/2410.11034v2,"We define and solve the $\text{U(1)}$ Chern-Simons-Maxwell theory on
spacetime lattice, with an emphasis on the chirality of the theory. Realizing
Chern-Simons theory on lattice has been a problem of interest for decades, and
over the years it has gradually become clear that there are two key points"
