doc_id,paper_title,authors,categories,published,arxiv_url,abstract
2410.00908v2,Free cumulants and freeness for unitarily invariant random tensors,Benoit Collins; Razvan Gurau; Luca Lionni,math-ph; math.CO; math.MP; math.PR,2024-10-01 17:54:20,https://arxiv.org/abs/2410.00908v2,"We address the question of the asymptotic description of random tensors that
are local-unitary invariant, that is, invariant by conjugation by tensor
products of independent unitary matrices. We consider both the mixed case of a
tensor with $D$ inputs and $D$ outputs, and the case where there is a
f"
2407.14265v2,"Lipschitz geometry of complex surface germs via inner rates of primary
  ideals",Yenni Cherik,math.AG; math.CV,2024-07-19 12:42:17,https://arxiv.org/abs/2407.14265v2,"Let $(X, 0)$ be a normal complex surface germ embedded in $(\mathbb{C}^n,
0)$, and denote by $\mathfrak{m}$ the maximal ideal of the local ring
$\mathcal{O}_{X,0}$. In this paper, we associate to each $\mathfrak{m}$-primary
ideal $I$ of $\mathcal{O}_{X,0}$ a continuous function $\mathcal{I}_I$ defin"
2411.03676v2,Phase transition on superfluid vortices in Higgs-Confinement crossover,Tomoya Hayata; Yoshimasa Hidaka; Dan Kondo,hep-th; cond-mat.supr-con; hep-lat; hep-ph; nucl-th,2024-11-06 05:33:42,https://arxiv.org/abs/2411.03676v2,"We propose a novel method to distinguish states of matter by identifying
spontaneous symmetry breaking on extended objects, such as vortices, even in
the absence of a bulk phase transition. As a specific example, we investigate
the phase transition on superfluid vortices in the Higgs-confinement cro"
2411.03299v2,Concurrent Composition for Differentially Private Continual Mechanisms,Monika Henzinger; Roodabeh Safavi; Salil Vadhan,cs.DS,2024-11-05 17:50:39,https://arxiv.org/abs/2411.03299v2,"Many intended uses of differential privacy involve a $\textit{continual
mechanism}$ that is set up to run continuously over a long period of time,
making more statistical releases as either queries come in or the dataset is
updated. In this paper, we give the first general treatment of privacy again"
2403.11030v3,A-upper motives of reductive groups,Charles De Clercq; Nikita Karpenko; Anne Quéguiner-Mathieu,math.AG,2024-03-16 22:27:52,https://arxiv.org/abs/2403.11030v3,"Given a prime number $p$, we perform the study of Chow motives and motivic
decompositions, with coefficients in $\mathbb{Z}/p\mathbb{Z}$, of projective
homogeneous varieties for $p'$-inner $p$-consistent reductive algebraic groups.
Assorted with the known case of $p$-inner reductive groups, our resu"
2411.09216v2,"Fitting Coarse-Grained Models to Macroscopic Experimental Data via
  Automatic Differentiation",Ryan K. Krueger; Megan C. Engel; Ryan Hausen; Michael P. Brenner,physics.bio-ph,2024-11-14 06:28:05,https://arxiv.org/abs/2411.09216v2,"Developing physics-based models for molecular simulation requires fitting
many unknown parameters to diverse experimental datasets. Traditionally, this
process is piecemeal and difficult to reproduce, leading to a fragmented
landscape of models. Here, we establish a systematic, extensible framework "
2412.08927v2,"Estimating excess mortality during the Covid-19 pandemic in Aotearoa New
  Zealand",Michael John Plank; Pubudu Senanayake; Richard Lyon,stat.AP; q-bio.PE,2024-12-12 04:30:19,https://arxiv.org/abs/2412.08927v2,"Background. The excess mortality rate in Aotearoa New Zealand during the
Covid-19 pandemic is frequently estimated to be among the lowest in the world.
However, to facilitate international comparisons, many of the methods that have
been used to estimate excess mortality do not use age-stratified dat"
2412.06031v2,Strict comparison in reduced group $C^*$-algebras,Tattwamasi Amrutam; David Gao; Srivatsav Kunnawalkam Elayavalli; Gregory Patchell,math.OA; math.FA; math.GR; math.LO,2024-12-08 19:00:56,https://arxiv.org/abs/2412.06031v2,"We prove that for every $n\geq 2$, the reduced group $C^*$-algebras of the
countable free groups $C^*_r(\mathbb{F}_n)$ have strict comparison. Our method
works in a general setting: for $G$ in a large family of non-amenable groups,
including hyperbolic groups, free products, mapping class groups, ri"
2401.06959v2,"Quantifying energy landscape of high-dimensional oscillatory systems by
  diffusion decomposition",Shirui Bian; Ruisong Zhou; Wei Lin; Chunhe Li,q-bio.QM; q-bio.MN,2024-01-13 03:15:13,https://arxiv.org/abs/2401.06959v2,"High-dimensional networks producing oscillatory dynamics are ubiquitous in
biological systems. Unravelling the mechanism of oscillatory dynamics in
biological networks with stochastic perturbations becomes paramountly
significant. Although the classical energy landscape theory provides a tool to
stu"
2404.11929v3,"A Symmetric Regressor for MRI-Based Assessment of Striatal Dopamine
  Transporter Uptake in Parkinson's Disease With Enhanced Uncertainty
  Estimation",Walid Abdullah Al; Il Dong Yun; Yun Jung Bae,eess.IV; cs.AI; cs.CV,2024-04-18 06:18:48,https://arxiv.org/abs/2404.11929v3,"Dopamine transporter (DAT) imaging is commonly used for monitoring
Parkinson's disease (PD), where striatal DAT uptake amount is computed to
assess PD severity. However, DAT imaging has a high cost and the risk of
radiance exposure and is not available in general clinics. Recently, MRI patch
of the "
2403.11010v3,"How Periodic Forecast Updates Influence MRP Planning Parameters: A
  Simulation Study",Wolfgang Seiringer; Klaus Altendorfer; Thomas Felberbauer; Balwin Bokor; Fabian Brockmann,econ.GN; q-fin.EC,2024-03-16 20:18:43,https://arxiv.org/abs/2403.11010v3,"In many supply chains, the current efforts at digitalization have led to
improved information exchanges between manufacturers and their customers.
Specifically, demand forecasts are often provided by the customers and
regularly updated as the related customer information improves. In this paper,
we "
2407.16566v5,"Alleviating Non-identifiability: a High-fidelity Calibration Objective
  for Financial Market Simulation with Multivariate Time Series Data",Chenkai Wang; Junji Ren; Peng Yang,q-fin.CP,2024-07-23 15:18:59,https://arxiv.org/abs/2407.16566v5,"The non-identifiability issue has been frequently reported in social
simulation works, where different parameters of an agent-based simulation model
yield indistinguishable simulated time series data under certain discrepancy
metrics. This issue largely undermines the simulation fidelity yet lacks
d"
2409.18681v6,"Efficient pseudometrics for data-driven comparisons of nonlinear
  dynamical systems",Bryan Glaz,math.DS; cs.SY; math-ph; math.MP,2024-09-27 12:11:47,https://arxiv.org/abs/2409.18681v6,"Computationally efficient solutions for pseudometrics quantifying deviation
from topological conjugacy between dynamical systems are presented. Deviation
from conjugacy is quantified in a Pareto optimal sense that accounts for
spectral properties of Koopman operators as well as trajectory geometry.
"
2407.09711v4,"Data Analysis of Decision Support for Sustainable Welfare in The
  Presence of GDP Threshold Effects: A Case Study of Interactive Data
  Exploration",Fahimeh Asgari; Seyedeh Gol Ara Ghoreishi; Matin Khajavi; Ali Foozoni; Ali Ala; Ahmad Gholizadeh Lonbar,econ.GN; q-fin.EC,2024-07-12 22:30:24,https://arxiv.org/abs/2407.09711v4,"Energy usage and GDP have been the subject of numerous studies over the past
decades. It has been overlooked by previous studies that energy consumption
correlates with economic growth in relation to GDP. This study uses threshold
regression and Granger causality testing to identify GDP-dependent ca"
2405.13879v3,"FACT or Fiction: Can Truthful Mechanisms Eliminate Federated Free
  Riding?",Marco Bornstein; Amrit Singh Bedi; Abdirisak Mohamed; Furong Huang,cs.GT; cs.DC; cs.LG; econ.TH,2024-05-22 17:59:44,https://arxiv.org/abs/2405.13879v3,"Standard federated learning (FL) approaches are vulnerable to the free-rider
dilemma: participating agents can contribute little to nothing yet receive a
well-trained aggregated model. While prior mechanisms attempt to solve the
free-rider dilemma, none have addressed the issue of truthfulness. In p"
2405.03910v2,"A Primer on the Analysis of Randomized Experiments and a Survey of some
  Recent Advances",Yuehao Bai; Azeem M. Shaikh; Max Tabord-Meehan,econ.EM; stat.ME,2024-05-06 23:59:24,https://arxiv.org/abs/2405.03910v2,"The past two decades have witnessed a surge of new research in the analysis
of randomized experiments. The emergence of this literature may seem surprising
given the widespread use and long history of experiments as the ""gold standard""
in program evaluation, but this body of work has revealed many s"
2405.01155v3,"SynFlowNet: Design of Diverse and Novel Molecules with Synthesis
  Constraints",Miruna Cretu; Charles Harris; Ilia Igashov; Arne Schneuing; Marwin Segler; Bruno Correia; Julien Roy; Emmanuel Bengio; Pietro Liò,cs.LG; q-bio.BM,2024-05-02 10:15:59,https://arxiv.org/abs/2405.01155v3,"Generative models see increasing use in computer-aided drug design. However,
while performing well at capturing distributions of molecular motifs, they
often produce synthetically inaccessible molecules. To address this, we
introduce SynFlowNet, a GFlowNet model whose action space uses chemical
reac"
2408.07372v2,An Adaptive Importance Sampling for Locally Stable Point Processes,Hee-Geon Kang; Sunggon Kim,stat.ML; cs.LG; stat.CO,2024-08-14 08:38:41,https://arxiv.org/abs/2408.07372v2,"The problem of finding the expected value of a statistic of a locally stable
point process in a bounded region is addressed. We propose an adaptive
importance sampling for solving the problem. In our proposal, we restrict the
importance point process to the family of homogeneous Poisson point proces"
2410.14997v2,"Improving Pronunciation and Accent Conversion through Knowledge
  Distillation And Synthetic Ground-Truth from Native TTS",Tuan Nam Nguyen; Seymanur Akti; Ngoc Quan Pham; Alexander Waibel,cs.SD; cs.AI; eess.AS,2024-10-19 06:12:31,https://arxiv.org/abs/2410.14997v2,"Previous approaches on accent conversion (AC) mainly aimed at making
non-native speech sound more native while maintaining the original content and
speaker identity. However, non-native speakers sometimes have pronunciation
issues, which can make it difficult for listeners to understand them. Hence,"
2410.20812v3,"Fidelity-Imposed Displacement Editing for the Learn2Reg 2024 SHG-BF
  Challenge",Jiacheng Wang; Xiang Chen; Renjiu Hu; Rongguang Wang; Jiazheng Wang; Min Liu; Yaonan Wang; Hang Zhang,cs.CV; cs.LG; eess.IV,2024-10-28 08:00:04,https://arxiv.org/abs/2410.20812v3,"Co-examination of second-harmonic generation (SHG) and bright-field (BF)
microscopy enables the differentiation of tissue components and collagen
fibers, aiding the analysis of human breast and pancreatic cancer tissues.
However, large discrepancies between SHG and BF images pose challenges for
curr"
2405.20936v5,"Bayesian Deep Generative Models for Multiplex Networks with Multiscale
  Overlapping Clusters",Yuren Zhou; Yuqi Gu; David B. Dunson,stat.ME,2024-05-31 15:34:36,https://arxiv.org/abs/2405.20936v5,"Our interest is in multiplex network data with multiple network samples
observed across the same set of nodes. Examples originate from a variety of
fields, including brain connectivity, international trade networks, and social
networks, among others. Our goal is to infer a hierarchical structure of "
2412.08070v2,A Structurally Coherent Spatial Phase Estimate,Brian Knight; Naoki Saito,eess.IV; eess.SP,2024-12-11 03:32:07,https://arxiv.org/abs/2412.08070v2,"The monogenic signal (MS) was introduced by Felsberg and Sommer, and
independently by Larkin under the name vortex operator. It is a two-dimensional
(2D) analog of the well-known analytic signal, and allows for direct amplitude
and phase demodulation of (amplitude and phase) modulated images so long"
2401.05657v5,An impossibility theorem concerning positive involvement in voting,Wesley H. Holliday,econ.TH; cs.GT; cs.MA,2024-01-11 04:40:02,https://arxiv.org/abs/2401.05657v5,"In social choice theory with ordinal preferences, a voting method satisfies
the axiom of positive involvement if adding to a preference profile a voter who
ranks an alternative uniquely first cannot cause that alternative to go from
winning to losing. In this note, we prove a new impossibility theor"
2409.09862v3,"Towards a Quantitative Theory of Digraph-Based Complexes and its
  Applications in Brain Network Analysis",Heitor Baldo,q-bio.NC,2024-09-15 20:51:31,https://arxiv.org/abs/2409.09862v3,"In this work, we developed new mathematical methods for analyzing network
topology and applied these methods to the analysis of brain networks. More
specifically, we rigorously developed quantitative methods based on complexes
constructed from digraphs (digraph-based complexes), such as path complex"
2411.08909v3,"Long-context Protein Language Modeling Using Bidirectional Mamba with
  Shared Projection Layers",Yingheng Wang; Zichen Wang; Gil Sadeh; Luca Zancato; Alessandro Achille; George Karypis; Huzefa Rangwala,q-bio.BM; cs.LG,2024-10-29 16:43:28,https://arxiv.org/abs/2411.08909v3,"Self-supervised training of language models (LMs) has seen great success for
protein sequences in learning meaningful representations and for generative
drug design. Most protein LMs are based on the Transformer architecture trained
on individual proteins with short context lengths. Such protein LMs"
2408.04307v3,"MoC-System: Efficient Fault Tolerance for Sparse Mixture-of-Experts
  Model Training",Weilin Cai; Le Qin; Jiayi Huang,cs.DC; cs.LG,2024-08-08 08:40:15,https://arxiv.org/abs/2408.04307v3,"As large language models continue to scale up, distributed training systems
have expanded beyond 10k nodes, intensifying the importance of fault tolerance.
Checkpoint has emerged as the predominant fault tolerance strategy, with
extensive studies dedicated to optimizing its efficiency. However, the "
2412.15929v3,"Complex networks approach to curriculum analysis and subject
  integration: a case study on Physics and Mathematics",Paula Tuzón; Antoni Salvà Salvà; Juan Fernández-Gracia,physics.soc-ph; physics.ed-ph,2024-12-20 14:22:13,https://arxiv.org/abs/2412.15929v3,"This paper presents a methodological approach based on the use of complex
networks to analyze the structure and content of curricula. We analyze the
concept network built from the final year of a particular high school Physics
curriculum, as well as that of Mathematics. We examine the most central n"
2410.23473v2,"One-sided identity and zero sets in semigroups; maximal subsemigroups of
  certain types",Julia Maddox,math.GR,2024-10-30 21:36:45,https://arxiv.org/abs/2410.23473v2,"Given semigroup $S$ and nonempty $A \subset S$, $lidentity(A)$ is the set of
$b \in S$ with $ba=a$ for all $a \in A$; $lzero(A)$ is the set of $b \in S$
with $ba=b$ for all $a \in A$. There are similar definitions for $ridentity(A)$
and $rzero(A)$.
  A one-sided identity or zero is an idempotent, an"
2501.00398v2,"TSPE: Task-Specific Prompt Ensemble for Improved Zero-Shot Audio
  Classification",Nishit Anand; Ashish Seth; Ramani Duraiswami; Dinesh Manocha,cs.SD; cs.AI; cs.CL; cs.LG; eess.AS,2024-12-31 11:27:17,https://arxiv.org/abs/2501.00398v2,"Audio-language models (ALMs) excel in zero-shot audio classification, a task
where models classify previously unseen audio clips at test time by leveraging
descriptive natural language prompts. We introduce TSPE (Task-Specific Prompt
Ensemble), a simple, training-free hard prompting method that boos"
2403.05821v2,Optimizing LLM Queries in Relational Data Analytics Workloads,Shu Liu; Asim Biswal; Amog Kamsetty; Audrey Cheng; Luis Gaspar Schroeder; Liana Patel; Shiyi Cao; Xiangxi Mo; Ion Stoica; Joseph E. Gonzalez; Matei Zaharia,cs.LG; cs.DB,2024-03-09 07:01:44,https://arxiv.org/abs/2403.05821v2,"Batch data analytics is a growing application for Large Language Models
(LLMs). LLMs enable users to perform a wide range of natural language tasks,
such as classification, entity extraction, and translation, over large
datasets. However, LLM inference is highly costly and slow: for example, an
NVID"
2407.03285v2,"The not-so-hidden risks of 'hidden-to-maturity' accounting: on depositor
  runs and bank resilience",Zachary Feinstein; Grzegorz Halaj; Andreas Sojmark,q-fin.RM; q-fin.MF,2024-07-03 17:13:59,https://arxiv.org/abs/2407.03285v2,"We build a balance sheet-based model to capture run risk, i.e., a reduced
potential to raise capital from liquidity buffers under stress, driven by
depositor scrutiny and further fueled by fire sales in response to withdrawals.
The setup is inspired by the Silicon Valley Bank (SVB) meltdown in March"
2404.18137v2,The role of substitution elasticity in Domar aggregation,Satoshi Nakano; Kazuhiko Nishimura,econ.TH,2024-04-28 10:35:23,https://arxiv.org/abs/2404.18137v2,"The economy-wide production network, i.e., the monetary input-output
coefficients, will no longer be stable against the general equilibrium
propagation of sectoral productivity shocks, when the substitution elasticities
of sectoral production are nonneutral. The associated network transformation
hen"
2411.17395v2,"Asymptotics for estimating a diverging number of parameters -- with and
  without sparsity",Jana Gauss; Thomas Nagler,math.ST; stat.ME; stat.TH,2024-11-26 12:55:51,https://arxiv.org/abs/2411.17395v2,"We consider high-dimensional estimation problems where the number of
parameters diverges with the sample size. General conditions are established
for consistency, uniqueness, and asymptotic normality in both unpenalized and
penalized estimation settings. The conditions are weak and accommodate a bro"
2412.15448v2,"Risk-Adjusted Performance of Random Forest Models in High-Frequency
  Trading",Akash Deep; Abootaleb Shirvani; Chris Monico; Svetlozar Rachev; Frank J. Fabozzi,q-fin.CP; q-fin.RM,2024-12-19 23:02:02,https://arxiv.org/abs/2412.15448v2,"Because of the theoretical challenges posed by the Efficient Market
Hypothesis to technical analysis, the effectiveness of technical indicators in
high-frequency trading remains inadequately explored, particularly at the
minute-level frequency, where effects of the microstructure of the market
domin"
2403.06613v3,Maxitive functions with respect to general orders,M. Kupper; J. M. Zapata,math.ST; stat.TH,2024-03-11 11:01:31,https://arxiv.org/abs/2403.06613v3,"In decision-making, maxitive functions are used for worst-case and best-case
evaluations. Maxitivity gives rise to a rich structure that is well-studied in
the context of the pointwise order. In this article, we investigate maxitivity
with respect to general preorders and provide a representation th"
2408.16004v3,Granger causal inference for climate change attribution,Mark D. Risser; Mohammed Ombadi; Michael F. Wehner,stat.AP,2024-08-13 18:55:07,https://arxiv.org/abs/2408.16004v3,"Climate change detection and attribution (D&A) is concerned with determining
the extent to which anthropogenic activities have influenced specific aspects
of the global climate system. D&A fits within the broader field of causal
inference, the collection of statistical methods that identify cause an"
2407.06387v3,Conditional Rank-Rank Regression,Victor Chernozhukov; Iván Fernández-Val; Jonas Meier; Aico van Vuuren; Francis Vella,econ.EM; stat.ME,2024-07-08 20:56:17,https://arxiv.org/abs/2407.06387v3,"Rank-rank regression is commonly employed in economic research as a way of
capturing the relationship between two economic variables. It frequently
features in studies of intergenerational mobility as the resulting coefficient,
capturing the rank correlation between the variables, is easy to interpr"
2408.17188v2,A note on promotion time cure models with a new biological consideration,Zhi Zhao; Fatih Kızılaslan,stat.ME; cs.SY; q-bio.GN; q-bio.QM; q-bio.SC,2024-08-30 10:40:42,https://arxiv.org/abs/2408.17188v2,"We introduce a generalized promotion time cure model motivated by a new
biological consideration. The new approach is flexible to model heterogeneous
survival data, in particular for addressing intra-sample heterogeneity. We also
indicate that the new approach is suited to model a series or parallel"
2412.07587v6,A Hype-Adjusted Probability Measure for NLP Stock Return Forecasting,Zheng Cao; Helyette Geman,q-fin.CP; cs.LG,2024-12-10 15:23:31,https://arxiv.org/abs/2412.07587v6,"This article introduces a Hype-Adjusted Probability Measure in the context of
a new Natural Language Processing (NLP) approach for stock return and
volatility forecasting. A novel sentiment score equation is proposed to
represent the impact of intraday news on forecasting next-period stock return
an"
2411.02770v3,"A spectral mixture representation of isotropic kernels to generalize
  random Fourier features",Nicolas Langrené; Xavier Warin; Pierre Gruet,cs.LG; math.PR; stat.CO; stat.ML,2024-11-05 03:28:01,https://arxiv.org/abs/2411.02770v3,"Rahimi and Recht (2007) introduced the idea of decomposing positive definite
shift-invariant kernels by randomly sampling from their spectral distribution.
This famous technique, known as Random Fourier Features (RFF), is in principle
applicable to any such kernel whose spectral distribution can be "
2410.19654v2,An explicit condition for boundedly supermultiplicative subshifts,Vuong Bui; Matthieu Rosenfeld,math.CO; cs.DM,2024-10-25 15:56:48,https://arxiv.org/abs/2410.19654v2,"We study some properties of the growth rate of
$\mathcal{L}(\mathcal{A},\mathcal{F})$, that is, the language of words over the
alphabet $\mathcal{A}$ avoiding the set of forbidden factors $\mathcal{F}$. We
first provide a sufficient condition on $\mathcal{F}$ and $\mathcal{A}$ for the
growth of $\ma"
2407.14986v2,"Structured Input-Output Modeling and Robust Stability Analysis of
  Compressible Flows",Diganta Bhattacharjee; Talha Mushtaq; Peter Seiler; Maziar S. Hemati,physics.flu-dyn; cs.SY; math-ph; math.MP,2024-07-20 21:25:58,https://arxiv.org/abs/2407.14986v2,"The recently introduced structured input-output analysis is a powerful method
for capturing nonlinear phenomena associated with incompressible flows, and
this paper extends that method to the compressible regime. The proposed method
relies upon a reformulation of the compressible Navier-Stokes equat"
2412.20317v3,"Initial Placement for Fruchterman--Reingold Force Model With Coordinate
  Newton Direction",Hiroki Hamaguchi; Naoki Marumo; Akiko Takeda,cs.CG,2024-12-29 01:42:43,https://arxiv.org/abs/2412.20317v3,"Graph drawing is a fundamental task in information visualization, with the
Fruchterman--Reingold (FR) force model being one of the most popular choices.
We can interpret this visualization task as a continuous optimization problem,
which can be solved using the FR algorithm, the original algorithm f"
2410.09555v2,Parallel Execution Fee Mechanisms,Abdoulaye Ndiaye,econ.GN; math.OC; q-fin.EC,2024-10-12 15:03:26,https://arxiv.org/abs/2410.09555v2,"This paper investigates how pricing schemes can achieve efficient allocations
in blockchain systems featuring multiple transaction queues under a global
capacity constraint. I model a capacity-constrained blockchain where users
submit transactions to different queues -- each representing a submarket"
2408.06427v2,Quantification of Multi-Compartment Flow with Spectral Diffusion MRI,Mira M. Liu; Jonathan Dyke; Thomas Gladytz; Jonas Jasse; Ian Bolger; Sergio Calle; Swathi Pavuluri; Tanner Crews; Surya Seshan; Steven Salvatore; Isaac Stillman; Thangamani Muthukumar; Bachir Taouli; Samira Farouk; Sara Lewis; Octavia Bane,physics.med-ph; eess.IV,2024-08-12 18:07:59,https://arxiv.org/abs/2408.06427v2,"Purpose: Estimation of multi-compartment intravoxel flow in fD in ml/100g/min
with multi-b-value diffusion weighted imaging and a multi-Gaussian model in the
kidneys. Theory and Methods: A multi-Gaussian model of intravoxel flow using
water transport time to quantify fD is presented and simulated.
M"
2404.18869v2,Learning Mixtures of Gaussians Using Diffusion Models,Khashayar Gatmiry; Jonathan Kelner; Holden Lee,cs.LG; cs.DS; math.PR; math.ST; stat.ML; stat.TH,2024-04-29 17:00:20,https://arxiv.org/abs/2404.18869v2,"We give a new algorithm for learning mixtures of $k$ Gaussians (with identity
covariance in $\mathbb{R}^n$) to TV error $\varepsilon$, with quasi-polynomial
($O(n^{\text{poly\,log}\left(\frac{n+k}{\varepsilon}\right)})$) time and sample
complexity, under a minimum weight assumption. Our results exte"
2412.03227v2,Never-ending Search for Innovation,Jean-Michel Benkert; Igor Letina,econ.GN; q-fin.EC,2024-12-04 11:23:43,https://arxiv.org/abs/2412.03227v2,"We provide a model of investment in innovation that is dynamic, features
multiple heterogeneous research projects of which only one potentially leads to
success, and in each period, the researcher chooses the set of projects to
invest in. We show that if a search for innovation starts, it optimally "
2409.06948v2,Equivariant Filter for Tightly Coupled LiDAR-Inertial Odometry,Anbo Tao; Yarong Luo; Chunxi Xia; Chi Guo; Xingxing Li,cs.RO; cs.SY,2024-09-11 02:00:54,https://arxiv.org/abs/2409.06948v2,"Pose estimation is a crucial problem in simultaneous localization and mapping
(SLAM). However, developing a robust and consistent state estimator remains a
significant challenge, as the traditional extended Kalman filter (EKF)
struggles to handle the model nonlinearity, especially for inertial measu"
2412.14918v3,"Short two-qubit pulse sequences for exchange-only spin qubits in 2D
  layouts",Jason D. Chadwick; Gian Giacomo Guerreschi; Florian Luthi; Mateusz T. Mądzik; Fahd A. Mohiyaddin; Prithviraj Prabhu; Albert T. Schmitz; Andrew Litteken; Shavindra Premaratne; Nathaniel C. Bishop; Anne Y. Matsuura; James S. Clarke,quant-ph; cond-mat.mes-hall,2024-12-19 14:54:54,https://arxiv.org/abs/2412.14918v3,"Exchange-only (EO) spin qubits in quantum dots offer an expansive design
landscape for architecting scalable device layouts. The study of two-EO-qubit
operations, which involve six electrons in six quantum dots, has so far been
limited to a small number of the possible configurations, and previous w"
2412.03848v3,"INRetouch: Context Aware Implicit Neural Representation for Photography
  Retouching",Omar Elezabi; Marcos V. Conde; Zongwei Wu; Radu Timofte,eess.IV; cs.CV,2024-12-05 03:31:48,https://arxiv.org/abs/2412.03848v3,"Professional photo editing remains challenging, requiring extensive knowledge
of imaging pipelines and significant expertise. While recent deep learning
approaches, particularly style transfer methods, have attempted to automate
this process, they often struggle with output fidelity, editing control"
2412.20245v4,"Machine Learning-Enabled Multidimensional Data Utilization Through
  Multi-Resonance Architecture: A Pathway to Enhanced Accuracy in Biosensing",Majid Aalizadeh; Morteza Azmoudeh Afshar; Xudong Fan,q-bio.QM; eess.SP,2024-12-28 19:14:37,https://arxiv.org/abs/2412.20245v4,"A novel framework is proposed that combines multi-resonance biosensors with
machine learning (ML) to significantly enhance the accuracy of parameter
prediction in biosensing. Unlike traditional single-resonance systems, which
are limited to one-dimensional datasets, this approach leverages
multi-dim"
2401.07317v2,"Remarks on some Limit Geometric Properties related to an Idempotent and
  Non-Associative Algebraic Structure",Walter Briec,math.RA; math.CA,2024-01-14 15:45:04,https://arxiv.org/abs/2401.07317v2,"This article analyzes the geometric properties of an idempotent,
non-associative algebraic structure that extends the Max-Times semiring. This
algebraic structure is useful for studying systems of Max-Times and Max-Plus
equations, employing an appropriate notion of a non-associative determinant. We
"
2407.00037v2,Information About Other Players in Mechanism Design,Eric Yan,econ.TH,2024-05-28 16:40:35,https://arxiv.org/abs/2407.00037v2,"We show the existence of mechanism design settings where the planner has an
interest in agents receiving noisy signals about the types of other agents.
When the planner is interested only in partial implementation, any social
choice rule that is incentive-compatible after agents receive additional
i"
2410.20476v2,Voting with Random Proposers: Two Rounds Suffice,Hans Gersbach; Kremena Valkanova,econ.TH,2024-10-27 15:32:31,https://arxiv.org/abs/2410.20476v2,"This paper introduces Voting with Random Proposers (VRP) procedure to address
the challenges of agenda manipulation in voting. In each round of VRP, a
randomly selected proposer suggests an alternative that is voted on against the
previous round's winner. In a framework with single-peaked preference"
2403.04635v2,"Virtuoso: Enabling Fast and Accurate Virtual Memory Research via an
  Imitation-based Operating System Simulation Methodology",Konstantinos Kanellopoulos; Konstantinos Sgouras; F. Nisa Bostanci; Andreas Kosmas Kakolyris; Berkin Kerim Konar; Rahul Bera; Mohammad Sadrosadati; Rakesh Kumar; Nandita Vijaykumar; Onur Mutlu,cs.AR; cs.OS,2024-03-07 16:21:02,https://arxiv.org/abs/2403.04635v2,"The unprecedented growth in data demand from emerging applications has turned
virtual memory (VM) into a major performance bottleneck. Researchers explore
new hardware/OS co-designs to optimize VM across diverse applications and
systems. To evaluate such designs, researchers rely on various simulati"
2411.10511v4,How quantum computing can enhance biomarker discovery,Frederik F. Flöther; Daniel Blankenberg; Maria Demidik; Karl Jansen; Raga Krishnakumar; Rajiv Krishnakumar; Nouamane Laanait; Laxmi Parida; Carl Saab; Filippo Utro,q-bio.OT; quant-ph,2024-11-15 16:50:05,https://arxiv.org/abs/2411.10511v4,"Biomarkers play a central role in medicine's gradual progress towards
proactive, personalized precision diagnostics and interventions. However,
finding biomarkers that provide very early indicators of a change in health
status, for example for multi-factorial diseases, has been challenging.
Discover"
2411.18481v2,"Bhirkuti's Test of Bias Acceptance: Examining in Psychometric
  Simulations",Aneel Bhusal; Todd D. Little,stat.ME; stat.AP; stat.CO; stat.OT,2024-11-27 16:24:47,https://arxiv.org/abs/2411.18481v2,"This study introduces Bhirkuti's Test of Bias Acceptance, a systematic
graphical framework for evaluating bias and determining its acceptability under
varying experimental conditions. Absolute Relative Bias (ARB), while useful for
understanding bias, is sensitive to outliers and population parameter"
2401.03776v8,"Short-Term Asymptotics of Volatility Skew and Curvature Based on
  Cumulants",Liexin Cheng; Xue Cheng,q-fin.PR; q-fin.MF,2024-01-08 09:59:26,https://arxiv.org/abs/2401.03776v8,"We introduce a novel cumulant-based method for approximating the shape of
implied volatility smiles, applicable to the widely-used stochastic volatility
models and distribution-based asset pricing models. We adopt an Edgeworth
expansion technique to study the at-the-money (ATM) skew and curvature of"
2406.02238v6,Random Reed-Solomon Codes and Random Linear Codes are Locally Equivalent,Matan Levi; Jonathan Mosheiff; Nikhil Shagrithaya,cs.IT; math.IT,2024-06-04 11:59:12,https://arxiv.org/abs/2406.02238v6,"We establish an equivalence between two important random ensembles of linear
codes: random linear codes (RLCs) and random Reed-Solomon (RS) codes.
Specifically, we show that these models exhibit identical behavior with respect
to key combinatorial properties -- such as list-decodability and
list-rec"
2405.18220v2,Non-negative Tensor Mixture Learning for Discrete Density Estimation,Kazu Ghalamkari; Jesper Løve Hinrich; Morten Mørup,stat.ML; cs.LG,2024-05-28 14:28:28,https://arxiv.org/abs/2405.18220v2,"We present an expectation-maximization (EM) based unified framework for
non-negative tensor decomposition that optimizes the Kullback-Leibler
divergence. To avoid iterations in each M-step and learning rate tuning, we
establish a general relationship between low-rank decompositions and many-body
app"
2410.15824v2,"Long time behavior of semi-Markov modulated perpetuity and some related
  processes",Abhishek Pal Majumder,math.PR; math.DS; q-fin.MF; stat.CO,2024-10-21 09:41:59,https://arxiv.org/abs/2410.15824v2,"Examples of stochastic processes whose state space representations involve
functions of an integral type structure
$$I_{t}^{(a,b)}:=\int_{0}^{t}b(Y_{s})e^{-\int_{s}^{t}a(Y_{r})dr}ds, \quad t\ge
0$$ are studied under an ergodic semi-Markovian environment described by an $S$
valued jump type process $"
